name,fips,county,state
"Potter County, Pennsylvania, United States",42105,Potter County,Pennsylvania
"Schuylkill County, Pennsylvania, United States",42107,Schuylkill County,Pennsylvania
"Snyder County, Pennsylvania, United States",42109,Snyder County,Pennsylvania
"Somerset County, Pennsylvania, United States",42111,Somerset County,Pennsylvania
"Sullivan County, Pennsylvania, United States",42113,Sullivan County,Pennsylvania
"Susquehanna County, Pennsylvania, United States",42115,Susquehanna County,Pennsylvania
"Tioga County, Pennsylvania, United States",42117,Tioga County,Pennsylvania
"Union County, Pennsylvania, United States",42119,Union County,Pennsylvania
"Venango County, Pennsylvania, United States",42121,Venango County,Pennsylvania
"Warren County, Pennsylvania, United States",42123,Warren County,Pennsylvania
"Washington County, Pennsylvania, United States",42125,Washington County,Pennsylvania
"Wayne County, Pennsylvania, United States",42127,Wayne County,Pennsylvania
"Westmoreland County, Pennsylvania, United States",42129,Westmoreland County,Pennsylvania
"Wyoming County, Pennsylvania, United States",42131,Wyoming County,Pennsylvania
"York County, Pennsylvania, United States",42133,York County,Pennsylvania
"Bristol County, Rhode Island, United States",44001,Bristol County,Rhode Island
"Kent County, Rhode Island, United States",44003,Kent County,Rhode Island
"Newport County, Rhode Island, United States",44005,Newport County,Rhode Island
"Providence County, Rhode Island, United States",44007,Providence County,Rhode Island
"Washington County, Rhode Island, United States",44009,Washington County,Rhode Island
"Abbeville County, South Carolina, United States",45001,Abbeville County,South Carolina
"Aiken County, South Carolina, United States",45003,Aiken County,South Carolina
"Allendale County, South Carolina, United States",45005,Allendale County,South Carolina
"Anderson County, South Carolina, United States",45007,Anderson County,South Carolina
"Bamberg County, South Carolina, United States",45009,Bamberg County,South Carolina
"Barnwell County, South Carolina, United States",45011,Barnwell County,South Carolina
"Beaufort County, South Carolina, United States",45013,Beaufort County,South Carolina
"Berkeley County, South Carolina, United States",45015,Berkeley County,South Carolina
"Calhoun County, South Carolina, United States",45017,Calhoun County,South Carolina
"Charleston County, South Carolina, United States",45019,Charleston County,South Carolina
"Cherokee County, South Carolina, United States",45021,Cherokee County,South Carolina
"Chester County, South Carolina, United States",45023,Chester County,South Carolina
"Chesterfield County, South Carolina, United States",45025,Chesterfield County,South Carolina
"Clarendon County, South Carolina, United States",45027,Clarendon County,South Carolina
"Colleton County, South Carolina, United States",45029,Colleton County,South Carolina
"Darlington County, South Carolina, United States",45031,Darlington County,South Carolina
"Dillon County, South Carolina, United States",45033,Dillon County,South Carolina
"Dorchester County, South Carolina, United States",45035,Dorchester County,South Carolina
"Edgefield County, South Carolina, United States",45037,Edgefield County,South Carolina
"Fairfield County, South Carolina, United States",45039,Fairfield County,South Carolina
"Florence County, South Carolina, United States",45041,Florence County,South Carolina
"Georgetown County, South Carolina, United States",45043,Georgetown County,South Carolina
"Greenville County, South Carolina, United States",45045,Greenville County,South Carolina
"Greenwood County, South Carolina, United States",45047,Greenwood County,South Carolina
"Hampton County, South Carolina, United States",45049,Hampton County,South Carolina
"Horry County, South Carolina, United States",45051,Horry County,South Carolina
"Jasper County, South Carolina, United States",45053,Jasper County,South Carolina
"Kershaw County, South Carolina, United States",45055,Kershaw County,South Carolina
"Lancaster County, South Carolina, United States",45057,Lancaster County,South Carolina
"Laurens County, South Carolina, United States",45059,Laurens County,South Carolina
"Lee County, South Carolina, United States",45061,Lee County,South Carolina
"Lexington County, South Carolina, United States",45063,Lexington County,South Carolina
"McCormick County, South Carolina, United States",45065,McCormick County,South Carolina
"Marion County, South Carolina, United States",45067,Marion County,South Carolina
"Marlboro County, South Carolina, United States",45069,Marlboro County,South Carolina
"Newberry County, South Carolina, United States",45071,Newberry County,South Carolina
"Oconee County, South Carolina, United States",45073,Oconee County,South Carolina
"Orangeburg County, South Carolina, United States",45075,Orangeburg County,South Carolina
"Pickens County, South Carolina, United States",45077,Pickens County,South Carolina
"Richland County, South Carolina, United States",45079,Richland County,South Carolina
"Saluda County, South Carolina, United States",45081,Saluda County,South Carolina
"Spartanburg County, South Carolina, United States",45083,Spartanburg County,South Carolina
"Sumter County, South Carolina, United States",45085,Sumter County,South Carolina
"Union County, South Carolina, United States",45087,Union County,South Carolina
"Williamsburg County, South Carolina, United States",45089,Williamsburg County,South Carolina
"York County, South Carolina, United States",45091,York County,South Carolina
"Aurora County, South Dakota, United States",46003,Aurora County,South Dakota
"Beadle County, South Dakota, United States",46005,Beadle County,South Dakota
"Bennett County, South Dakota, United States",46007,Bennett County,South Dakota
"Bon Homme County, South Dakota, United States",46009,Bon Homme County,South Dakota
"Brookings County, South Dakota, United States",46011,Brookings County,South Dakota
"Brown County, South Dakota, United States",46013,Brown County,South Dakota
"Brule County, South Dakota, United States",46015,Brule County,South Dakota
"Buffalo County, South Dakota, United States",46017,Buffalo County,South Dakota
"Butte County, South Dakota, United States",46019,Butte County,South Dakota
"Campbell County, South Dakota, United States",46021,Campbell County,South Dakota
"Charles Mix County, South Dakota, United States",46023,Charles Mix County,South Dakota
"Clark County, South Dakota, United States",46025,Clark County,South Dakota
"Clay County, South Dakota, United States",46027,Clay County,South Dakota
"Codington County, South Dakota, United States",46029,Codington County,South Dakota
"Corson County, South Dakota, United States",46031,Corson County,South Dakota
"Custer County, South Dakota, United States",46033,Custer County,South Dakota
"Davison County, South Dakota, United States",46035,Davison County,South Dakota
"Day County, South Dakota, United States",46037,Day County,South Dakota
"Deuel County, South Dakota, United States",46039,Deuel County,South Dakota
"Dewey County, South Dakota, United States",46041,Dewey County,South Dakota
"Douglas County, South Dakota, United States",46043,Douglas County,South Dakota
"Edmunds County, South Dakota, United States",46045,Edmunds County,South Dakota
"Fall River County, South Dakota, United States",46047,Fall River County,South Dakota
"Faulk County, South Dakota, United States",46049,Faulk County,South Dakota
"Grant County, South Dakota, United States",46051,Grant County,South Dakota
"Gregory County, South Dakota, United States",46053,Gregory County,South Dakota
"Haakon County, South Dakota, United States",46055,Haakon County,South Dakota
"Hamlin County, South Dakota, United States",46057,Hamlin County,South Dakota
"Hand County, South Dakota, United States",46059,Hand County,South Dakota
"Hanson County, South Dakota, United States",46061,Hanson County,South Dakota
"Harding County, South Dakota, United States",46063,Harding County,South Dakota
"Hughes County, South Dakota, United States",46065,Hughes County,South Dakota
"Hutchinson County, South Dakota, United States",46067,Hutchinson County,South Dakota
"Hyde County, South Dakota, United States",46069,Hyde County,South Dakota
"Jackson County, South Dakota, United States",46071,Jackson County,South Dakota
"Jerauld County, South Dakota, United States",46073,Jerauld County,South Dakota
"Jones County, South Dakota, United States",46075,Jones County,South Dakota
"Kingsbury County, South Dakota, United States",46077,Kingsbury County,South Dakota
"Lake County, South Dakota, United States",46079,Lake County,South Dakota
"Lawrence County, South Dakota, United States",46081,Lawrence County,South Dakota
"Lincoln County, South Dakota, United States",46083,Lincoln County,South Dakota
"Lyman County, South Dakota, United States",46085,Lyman County,South Dakota
"McCook County, South Dakota, United States",46087,McCook County,South Dakota
"McPherson County, South Dakota, United States",46089,McPherson County,South Dakota
"Marshall County, South Dakota, United States",46091,Marshall County,South Dakota
"Meade County, South Dakota, United States",46093,Meade County,South Dakota
"Mellette County, South Dakota, United States",46095,Mellette County,South Dakota
"Miner County, South Dakota, United States",46097,Miner County,South Dakota
"Minnehaha County, South Dakota, United States",46099,Minnehaha County,South Dakota
"Moody County, South Dakota, United States",46101,Moody County,South Dakota
"Oglala Lakota County, South Dakota, United States",46102,Oglala Lakota County,South Dakota
"Pennington County, South Dakota, United States",46103,Pennington County,South Dakota
"Perkins County, South Dakota, United States",46105,Perkins County,South Dakota
"Potter County, South Dakota, United States",46107,Potter County,South Dakota
"Roberts County, South Dakota, United States",46109,Roberts County,South Dakota
"Sanborn County, South Dakota, United States",46111,Sanborn County,South Dakota
"Spink County, South Dakota, United States",46115,Spink County,South Dakota
"Stanley County, South Dakota, United States",46117,Stanley County,South Dakota
"Sully County, South Dakota, United States",46119,Sully County,South Dakota
"Todd County, South Dakota, United States",46121,Todd County,South Dakota
"Tripp County, South Dakota, United States",46123,Tripp County,South Dakota
"Turner County, South Dakota, United States",46125,Turner County,South Dakota
"Union County, South Dakota, United States",46127,Union County,South Dakota
"Walworth County, South Dakota, United States",46129,Walworth County,South Dakota
"Yankton County, South Dakota, United States",46135,Yankton County,South Dakota
"Ziebach County, South Dakota, United States",46137,Ziebach County,South Dakota
"Anderson County, Tennessee, United States",47001,Anderson County,Tennessee
"Bedford County, Tennessee, United States",47003,Bedford County,Tennessee
"Benton County, Tennessee, United States",47005,Benton County,Tennessee
"Bledsoe County, Tennessee, United States",47007,Bledsoe County,Tennessee
"Blount County, Tennessee, United States",47009,Blount County,Tennessee
"Bradley County, Tennessee, United States",47011,Bradley County,Tennessee
"Campbell County, Tennessee, United States",47013,Campbell County,Tennessee
"Cannon County, Tennessee, United States",47015,Cannon County,Tennessee
"Carroll County, Tennessee, United States",47017,Carroll County,Tennessee
"Carter County, Tennessee, United States",47019,Carter County,Tennessee
"Cheatham County, Tennessee, United States",47021,Cheatham County,Tennessee
"Chester County, Tennessee, United States",47023,Chester County,Tennessee
"Claiborne County, Tennessee, United States",47025,Claiborne County,Tennessee
"Clay County, Tennessee, United States",47027,Clay County,Tennessee
"Cocke County, Tennessee, United States",47029,Cocke County,Tennessee
"Coffee County, Tennessee, United States",47031,Coffee County,Tennessee
"Crockett County, Tennessee, United States",47033,Crockett County,Tennessee
"Cumberland County, Tennessee, United States",47035,Cumberland County,Tennessee
"Davidson County, Tennessee, United States",47037,Davidson County,Tennessee
"Decatur County, Tennessee, United States",47039,Decatur County,Tennessee
"DeKalb County, Tennessee, United States",47041,DeKalb County,Tennessee
"Dickson County, Tennessee, United States",47043,Dickson County,Tennessee
"Dyer County, Tennessee, United States",47045,Dyer County,Tennessee
"Fayette County, Tennessee, United States",47047,Fayette County,Tennessee
"Fentress County, Tennessee, United States",47049,Fentress County,Tennessee
"Franklin County, Tennessee, United States",47051,Franklin County,Tennessee
"Gibson County, Tennessee, United States",47053,Gibson County,Tennessee
"Giles County, Tennessee, United States",47055,Giles County,Tennessee
"Grainger County, Tennessee, United States",47057,Grainger County,Tennessee
"Greene County, Tennessee, United States",47059,Greene County,Tennessee
"Grundy County, Tennessee, United States",47061,Grundy County,Tennessee
"Hamblen County, Tennessee, United States",47063,Hamblen County,Tennessee
"Hamilton County, Tennessee, United States",47065,Hamilton County,Tennessee
"Hancock County, Tennessee, United States",47067,Hancock County,Tennessee
"Hardeman County, Tennessee, United States",47069,Hardeman County,Tennessee
"Hardin County, Tennessee, United States",47071,Hardin County,Tennessee
"Hawkins County, Tennessee, United States",47073,Hawkins County,Tennessee
"Haywood County, Tennessee, United States",47075,Haywood County,Tennessee
"Henderson County, Tennessee, United States",47077,Henderson County,Tennessee
"Henry County, Tennessee, United States",47079,Henry County,Tennessee
"Hickman County, Tennessee, United States",47081,Hickman County,Tennessee
"Houston County, Tennessee, United States",47083,Houston County,Tennessee
"Humphreys County, Tennessee, United States",47085,Humphreys County,Tennessee
"Jackson County, Tennessee, United States",47087,Jackson County,Tennessee
"Jefferson County, Tennessee, United States",47089,Jefferson County,Tennessee
"Johnson County, Tennessee, United States",47091,Johnson County,Tennessee
"Knox County, Tennessee, United States",47093,Knox County,Tennessee
"Lake County, Tennessee, United States",47095,Lake County,Tennessee
"Lauderdale County, Tennessee, United States",47097,Lauderdale County,Tennessee
"Lawrence County, Tennessee, United States",47099,Lawrence County,Tennessee
"Lewis County, Tennessee, United States",47101,Lewis County,Tennessee
"Lincoln County, Tennessee, United States",47103,Lincoln County,Tennessee
"Loudon County, Tennessee, United States",47105,Loudon County,Tennessee
"McMinn County, Tennessee, United States",47107,McMinn County,Tennessee
"McNairy County, Tennessee, United States",47109,McNairy County,Tennessee
"Macon County, Tennessee, United States",47111,Macon County,Tennessee
"Madison County, Tennessee, United States",47113,Madison County,Tennessee
"Marion County, Tennessee, United States",47115,Marion County,Tennessee
"Marshall County, Tennessee, United States",47117,Marshall County,Tennessee
"Maury County, Tennessee, United States",47119,Maury County,Tennessee
"Meigs County, Tennessee, United States",47121,Meigs County,Tennessee
"Monroe County, Tennessee, United States",47123,Monroe County,Tennessee
"Montgomery County, Tennessee, United States",47125,Montgomery County,Tennessee
"Moore County, Tennessee, United States",47127,Moore County,Tennessee
"Morgan County, Tennessee, United States",47129,Morgan County,Tennessee
"Obion County, Tennessee, United States",47131,Obion County,Tennessee
"Overton County, Tennessee, United States",47133,Overton County,Tennessee
"Perry County, Tennessee, United States",47135,Perry County,Tennessee
"Pickett County, Tennessee, United States",47137,Pickett County,Tennessee
"Polk County, Tennessee, United States",47139,Polk County,Tennessee
"Putnam County, Tennessee, United States",47141,Putnam County,Tennessee
"Rhea County, Tennessee, United States",47143,Rhea County,Tennessee
"Roane County, Tennessee, United States",47145,Roane County,Tennessee
"Robertson County, Tennessee, United States",47147,Robertson County,Tennessee
"Rutherford County, Tennessee, United States",47149,Rutherford County,Tennessee
"Scott County, Tennessee, United States",47151,Scott County,Tennessee
"Sequatchie County, Tennessee, United States",47153,Sequatchie County,Tennessee
"Sevier County, Tennessee, United States",47155,Sevier County,Tennessee
"Shelby County, Tennessee, United States",47157,Shelby County,Tennessee
"Smith County, Tennessee, United States",47159,Smith County,Tennessee
"Stewart County, Tennessee, United States",47161,Stewart County,Tennessee
"Sullivan County, Tennessee, United States",47163,Sullivan County,Tennessee
"Sumner County, Tennessee, United States",47165,Sumner County,Tennessee
"Tipton County, Tennessee, United States",47167,Tipton County,Tennessee
"Trousdale County, Tennessee, United States",47169,Trousdale County,Tennessee
"Unicoi County, Tennessee, United States",47171,Unicoi County,Tennessee
"Union County, Tennessee, United States",47173,Union County,Tennessee
"Van Buren County, Tennessee, United States",47175,Van Buren County,Tennessee
"Warren County, Tennessee, United States",47177,Warren County,Tennessee
"Washington County, Tennessee, United States",47179,Washington County,Tennessee
"Wayne County, Tennessee, United States",47181,Wayne County,Tennessee
"Weakley County, Tennessee, United States",47183,Weakley County,Tennessee
"White County, Tennessee, United States",47185,White County,Tennessee
"Williamson County, Tennessee, United States",47187,Williamson County,Tennessee
"Wilson County, Tennessee, United States",47189,Wilson County,Tennessee
"Anderson County, Texas, United States",48001,Anderson County,Texas
"Andrews County, Texas, United States",48003,Andrews County,Texas
"Angelina County, Texas, United States",48005,Angelina County,Texas
"Aransas County, Texas, United States",48007,Aransas County,Texas
"Archer County, Texas, United States",48009,Archer County,Texas
"Armstrong County, Texas, United States",48011,Armstrong County,Texas
"Atascosa County, Texas, United States",48013,Atascosa County,Texas
"Austin County, Texas, United States",48015,Austin County,Texas
"Bailey County, Texas, United States",48017,Bailey County,Texas
"Bandera County, Texas, United States",48019,Bandera County,Texas
"Bastrop County, Texas, United States",48021,Bastrop County,Texas
"Baylor County, Texas, United States",48023,Baylor County,Texas
"Bee County, Texas, United States",48025,Bee County,Texas
"Bell County, Texas, United States",48027,Bell County,Texas
"Bexar County, Texas, United States",48029,Bexar County,Texas
"Blanco County, Texas, United States",48031,Blanco County,Texas
"Borden County, Texas, United States",48033,Borden County,Texas
"Bosque County, Texas, United States",48035,Bosque County,Texas
"Bowie County, Texas, United States",48037,Bowie County,Texas
"Brazoria County, Texas, United States",48039,Brazoria County,Texas
"Brazos County, Texas, United States",48041,Brazos County,Texas
"Brewster County, Texas, United States",48043,Brewster County,Texas
"Briscoe County, Texas, United States",48045,Briscoe County,Texas
"Brooks County, Texas, United States",48047,Brooks County,Texas
"Brown County, Texas, United States",48049,Brown County,Texas
"Burleson County, Texas, United States",48051,Burleson County,Texas
"Burnet County, Texas, United States",48053,Burnet County,Texas
"Caldwell County, Texas, United States",48055,Caldwell County,Texas
"Calhoun County, Texas, United States",48057,Calhoun County,Texas
"Callahan County, Texas, United States",48059,Callahan County,Texas
"Cameron County, Texas, United States",48061,Cameron County,Texas
"Camp County, Texas, United States",48063,Camp County,Texas
"Carson County, Texas, United States",48065,Carson County,Texas
"Cass County, Texas, United States",48067,Cass County,Texas
"Castro County, Texas, United States",48069,Castro County,Texas
"Chambers County, Texas, United States",48071,Chambers County,Texas
"Cherokee County, Texas, United States",48073,Cherokee County,Texas
"Childress County, Texas, United States",48075,Childress County,Texas
"Clay County, Texas, United States",48077,Clay County,Texas
"Cochran County, Texas, United States",48079,Cochran County,Texas
"Coke County, Texas, United States",48081,Coke County,Texas
"Coleman County, Texas, United States",48083,Coleman County,Texas
"Collin County, Texas, United States",48085,Collin County,Texas
"Collingsworth County, Texas, United States",48087,Collingsworth County,Texas
"Colorado County, Texas, United States",48089,Colorado County,Texas
"Comal County, Texas, United States",48091,Comal County,Texas
"Comanche County, Texas, United States",48093,Comanche County,Texas
"Concho County, Texas, United States",48095,Concho County,Texas
"Cooke County, Texas, United States",48097,Cooke County,Texas
"Coryell County, Texas, United States",48099,Coryell County,Texas
"Cottle County, Texas, United States",48101,Cottle County,Texas
"Crane County, Texas, United States",48103,Crane County,Texas
"Crockett County, Texas, United States",48105,Crockett County,Texas
"Crosby County, Texas, United States",48107,Crosby County,Texas
"Culberson County, Texas, United States",48109,Culberson County,Texas
"Dallam County, Texas, United States",48111,Dallam County,Texas
"Dallas County, Texas, United States",48113,Dallas County,Texas
"Dawson County, Texas, United States",48115,Dawson County,Texas
"Deaf Smith County, Texas, United States",48117,Deaf Smith County,Texas
"Delta County, Texas, United States",48119,Delta County,Texas
"Denton County, Texas, United States",48121,Denton County,Texas
"DeWitt County, Texas, United States",48123,DeWitt County,Texas
"Dickens County, Texas, United States",48125,Dickens County,Texas
"Dimmit County, Texas, United States",48127,Dimmit County,Texas
"Donley County, Texas, United States",48129,Donley County,Texas
"Duval County, Texas, United States",48131,Duval County,Texas
"Eastland County, Texas, United States",48133,Eastland County,Texas
"Ector County, Texas, United States",48135,Ector County,Texas
"Edwards County, Texas, United States",48137,Edwards County,Texas
"Ellis County, Texas, United States",48139,Ellis County,Texas
"El Paso County, Texas, United States",48141,El Paso County,Texas
"Erath County, Texas, United States",48143,Erath County,Texas
"Falls County, Texas, United States",48145,Falls County,Texas
"Fannin County, Texas, United States",48147,Fannin County,Texas
"Fayette County, Texas, United States",48149,Fayette County,Texas
"Fisher County, Texas, United States",48151,Fisher County,Texas
"Floyd County, Texas, United States",48153,Floyd County,Texas
"Foard County, Texas, United States",48155,Foard County,Texas
"Fort Bend County, Texas, United States",48157,Fort Bend County,Texas
"Franklin County, Texas, United States",48159,Franklin County,Texas
"Freestone County, Texas, United States",48161,Freestone County,Texas
"Frio County, Texas, United States",48163,Frio County,Texas
"Gaines County, Texas, United States",48165,Gaines County,Texas
"Galveston County, Texas, United States",48167,Galveston County,Texas
"Garza County, Texas, United States",48169,Garza County,Texas
"Gillespie County, Texas, United States",48171,Gillespie County,Texas
"Glasscock County, Texas, United States",48173,Glasscock County,Texas
"Goliad County, Texas, United States",48175,Goliad County,Texas
"Gonzales County, Texas, United States",48177,Gonzales County,Texas
"Gray County, Texas, United States",48179,Gray County,Texas
"Grayson County, Texas, United States",48181,Grayson County,Texas
"Gregg County, Texas, United States",48183,Gregg County,Texas
"Grimes County, Texas, United States",48185,Grimes County,Texas
"Guadalupe County, Texas, United States",48187,Guadalupe County,Texas
"Hale County, Texas, United States",48189,Hale County,Texas
"Hall County, Texas, United States",48191,Hall County,Texas
"Hamilton County, Texas, United States",48193,Hamilton County,Texas
"Hansford County, Texas, United States",48195,Hansford County,Texas
"Hardeman County, Texas, United States",48197,Hardeman County,Texas
"Hardin County, Texas, United States",48199,Hardin County,Texas
"Harris County, Texas, United States",48201,Harris County,Texas
"Harrison County, Texas, United States",48203,Harrison County,Texas
"Hartley County, Texas, United States",48205,Hartley County,Texas
"Haskell County, Texas, United States",48207,Haskell County,Texas
"Hays County, Texas, United States",48209,Hays County,Texas
"Hemphill County, Texas, United States",48211,Hemphill County,Texas
"Henderson County, Texas, United States",48213,Henderson County,Texas
"Hidalgo County, Texas, United States",48215,Hidalgo County,Texas
"Hill County, Texas, United States",48217,Hill County,Texas
"Hockley County, Texas, United States",48219,Hockley County,Texas
"Hood County, Texas, United States",48221,Hood County,Texas
"Hopkins County, Texas, United States",48223,Hopkins County,Texas
"Houston County, Texas, United States",48225,Houston County,Texas
"Howard County, Texas, United States",48227,Howard County,Texas
"Hudspeth County, Texas, United States",48229,Hudspeth County,Texas
"Hunt County, Texas, United States",48231,Hunt County,Texas
"Hutchinson County, Texas, United States",48233,Hutchinson County,Texas
"Irion County, Texas, United States",48235,Irion County,Texas
"Jack County, Texas, United States",48237,Jack County,Texas
"Jackson County, Texas, United States",48239,Jackson County,Texas
"Jasper County, Texas, United States",48241,Jasper County,Texas
"Jeff Davis County, Texas, United States",48243,Jeff Davis County,Texas
"Jefferson County, Texas, United States",48245,Jefferson County,Texas
"Jim Hogg County, Texas, United States",48247,Jim Hogg County,Texas
"Jim Wells County, Texas, United States",48249,Jim Wells County,Texas
"Johnson County, Texas, United States",48251,Johnson County,Texas
"Jones County, Texas, United States",48253,Jones County,Texas
"Karnes County, Texas, United States",48255,Karnes County,Texas
"Kaufman County, Texas, United States",48257,Kaufman County,Texas
"Kendall County, Texas, United States",48259,Kendall County,Texas
"Kenedy County, Texas, United States",48261,Kenedy County,Texas
"Kent County, Texas, United States",48263,Kent County,Texas
"Kerr County, Texas, United States",48265,Kerr County,Texas
"Kimble County, Texas, United States",48267,Kimble County,Texas
"King County, Texas, United States",48269,King County,Texas
"Kinney County, Texas, United States",48271,Kinney County,Texas
"Kleberg County, Texas, United States",48273,Kleberg County,Texas
"Knox County, Texas, United States",48275,Knox County,Texas
"Lamar County, Texas, United States",48277,Lamar County,Texas
"Lamb County, Texas, United States",48279,Lamb County,Texas
"Lampasas County, Texas, United States",48281,Lampasas County,Texas
"La Salle County, Texas, United States",48283,La Salle County,Texas
"Lavaca County, Texas, United States",48285,Lavaca County,Texas
"Lee County, Texas, United States",48287,Lee County,Texas
"Leon County, Texas, United States",48289,Leon County,Texas
"Liberty County, Texas, United States",48291,Liberty County,Texas
"Limestone County, Texas, United States",48293,Limestone County,Texas
"Lipscomb County, Texas, United States",48295,Lipscomb County,Texas
"Live Oak County, Texas, United States",48297,Live Oak County,Texas
"Llano County, Texas, United States",48299,Llano County,Texas
"Loving County, Texas, United States",48301,Loving County,Texas
"Lubbock County, Texas, United States",48303,Lubbock County,Texas
"Lynn County, Texas, United States",48305,Lynn County,Texas
"McCulloch County, Texas, United States",48307,McCulloch County,Texas
"McLennan County, Texas, United States",48309,McLennan County,Texas
"McMullen County, Texas, United States",48311,McMullen County,Texas
"Madison County, Texas, United States",48313,Madison County,Texas
"Marion County, Texas, United States",48315,Marion County,Texas
"Martin County, Texas, United States",48317,Martin County,Texas
"Mason County, Texas, United States",48319,Mason County,Texas
"Matagorda County, Texas, United States",48321,Matagorda County,Texas
"Maverick County, Texas, United States",48323,Maverick County,Texas
"Medina County, Texas, United States",48325,Medina County,Texas
"Menard County, Texas, United States",48327,Menard County,Texas
"Midland County, Texas, United States",48329,Midland County,Texas
"Milam County, Texas, United States",48331,Milam County,Texas
"Mills County, Texas, United States",48333,Mills County,Texas
"Mitchell County, Texas, United States",48335,Mitchell County,Texas
"Montague County, Texas, United States",48337,Montague County,Texas
"Montgomery County, Texas, United States",48339,Montgomery County,Texas
"Moore County, Texas, United States",48341,Moore County,Texas
"Morris County, Texas, United States",48343,Morris County,Texas
"Motley County, Texas, United States",48345,Motley County,Texas
"Nacogdoches County, Texas, United States",48347,Nacogdoches County,Texas
"Navarro County, Texas, United States",48349,Navarro County,Texas
"Newton County, Texas, United States",48351,Newton County,Texas
"Nolan County, Texas, United States",48353,Nolan County,Texas
"Nueces County, Texas, United States",48355,Nueces County,Texas
"Ochiltree County, Texas, United States",48357,Ochiltree County,Texas
"Oldham County, Texas, United States",48359,Oldham County,Texas
"Orange County, Texas, United States",48361,Orange County,Texas
"Palo Pinto County, Texas, United States",48363,Palo Pinto County,Texas
"Panola County, Texas, United States",48365,Panola County,Texas
"Parker County, Texas, United States",48367,Parker County,Texas
"Parmer County, Texas, United States",48369,Parmer County,Texas
"Pecos County, Texas, United States",48371,Pecos County,Texas
"Polk County, Texas, United States",48373,Polk County,Texas
"Potter County, Texas, United States",48375,Potter County,Texas
"Presidio County, Texas, United States",48377,Presidio County,Texas
"Rains County, Texas, United States",48379,Rains County,Texas
"Randall County, Texas, United States",48381,Randall County,Texas
"Reagan County, Texas, United States",48383,Reagan County,Texas
"Real County, Texas, United States",48385,Real County,Texas
"Red River County, Texas, United States",48387,Red River County,Texas
"Reeves County, Texas, United States",48389,Reeves County,Texas
"Refugio County, Texas, United States",48391,Refugio County,Texas
"Roberts County, Texas, United States",48393,Roberts County,Texas
"Robertson County, Texas, United States",48395,Robertson County,Texas
"Rockwall County, Texas, United States",48397,Rockwall County,Texas
"Runnels County, Texas, United States",48399,Runnels County,Texas
"Rusk County, Texas, United States",48401,Rusk County,Texas
"Sabine County, Texas, United States",48403,Sabine County,Texas
"San Augustine County, Texas, United States",48405,San Augustine County,Texas
"San Jacinto County, Texas, United States",48407,San Jacinto County,Texas
"San Patricio County, Texas, United States",48409,San Patricio County,Texas
"San Saba County, Texas, United States",48411,San Saba County,Texas
"Schleicher County, Texas, United States",48413,Schleicher County,Texas
"Scurry County, Texas, United States",48415,Scurry County,Texas
"Shackelford County, Texas, United States",48417,Shackelford County,Texas
"Shelby County, Texas, United States",48419,Shelby County,Texas
"Sherman County, Texas, United States",48421,Sherman County,Texas
"Smith County, Texas, United States",48423,Smith County,Texas
"Somervell County, Texas, United States",48425,Somervell County,Texas
"Starr County, Texas, United States",48427,Starr County,Texas
"Stephens County, Texas, United States",48429,Stephens County,Texas
"Sterling County, Texas, United States",48431,Sterling County,Texas
"Stonewall County, Texas, United States",48433,Stonewall County,Texas
"Sutton County, Texas, United States",48435,Sutton County,Texas
"Swisher County, Texas, United States",48437,Swisher County,Texas
"Tarrant County, Texas, United States",48439,Tarrant County,Texas
"Taylor County, Texas, United States",48441,Taylor County,Texas
"Terrell County, Texas, United States",48443,Terrell County,Texas
"Terry County, Texas, United States",48445,Terry County,Texas
"Throckmorton County, Texas, United States",48447,Throckmorton County,Texas
"Titus County, Texas, United States",48449,Titus County,Texas
"Tom Green County, Texas, United States",48451,Tom Green County,Texas
"Travis County, Texas, United States",48453,Travis County,Texas
"Trinity County, Texas, United States",48455,Trinity County,Texas
"Tyler County, Texas, United States",48457,Tyler County,Texas
"Upshur County, Texas, United States",48459,Upshur County,Texas
"Upton County, Texas, United States",48461,Upton County,Texas
"Uvalde County, Texas, United States",48463,Uvalde County,Texas
"Val Verde County, Texas, United States",48465,Val Verde County,Texas
"Van Zandt County, Texas, United States",48467,Van Zandt County,Texas
"Victoria County, Texas, United States",48469,Victoria County,Texas
"Walker County, Texas, United States",48471,Walker County,Texas
"Waller County, Texas, United States",48473,Waller County,Texas
"Ward County, Texas, United States",48475,Ward County,Texas
"Washington County, Texas, United States",48477,Washington County,Texas
"Webb County, Texas, United States",48479,Webb County,Texas
"Wharton County, Texas, United States",48481,Wharton County,Texas
"Wheeler County, Texas, United States",48483,Wheeler County,Texas
"Wichita County, Texas, United States",48485,Wichita County,Texas
"Wilbarger County, Texas, United States",48487,Wilbarger County,Texas
"Willacy County, Texas, United States",48489,Willacy County,Texas
"Williamson County, Texas, United States",48491,Williamson County,Texas
"Wilson County, Texas, United States",48493,Wilson County,Texas
"Winkler County, Texas, United States",48495,Winkler County,Texas
"Wise County, Texas, United States",48497,Wise County,Texas
"Wood County, Texas, United States",48499,Wood County,Texas
"Yoakum County, Texas, United States",48501,Yoakum County,Texas
"Young County, Texas, United States",48503,Young County,Texas
"Zapata County, Texas, United States",48505,Zapata County,Texas
"Zavala County, Texas, United States",48507,Zavala County,Texas
"Beaver County, Utah, United States",49001,Beaver County,Utah
